accuracy,club_id,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,place,postcode,status,type,lat,lng
ROOFTOP,159857,"Kastanienallee 77, 10435 Berlin, Germany",ChIJQwXOFvxRqEcR3jUS8exySbg,"Kastanienallee 77, 10435",52.53637,13.40814,1, Lichtblick-Kino,10435,OK,street_address,52.53637,13.40814
ROOFTOP,7235,"Cuvrystraße 7, 10997 Berlin, Germany",ChIJ6e3BOFJOqEcRmOCdfXsbTsI,Cuvrystrasse 7; Kreuzberg; 10997,52.49917,13.445,1, Lido Berlin,10997,OK,street_address,52.49917,13.445
ROOFTOP,112947,"Nostitzstraße 12, 10961 Berlin, Germany",ChIJKwo6QChQqEcRTDB0iUVseE4,"Nostitzstraße 12, 10961 -Kreuzberg",52.49184,13.3904619,1, Limonadier,10961,OK,premise,52.49184,13.3904619
ROOFTOP,63780,"Mehringdamm 61, 10961 Berlin, Germany",ChIJTYo9gChQqEcRH5Dj7rl9HLo,"Mehringdamm 61, 10961",52.4908091,13.3871714,1, Liquid Sky Berlin - #LSB02,10961,OK,street_address,52.4908091,13.3871714
ROOFTOP,40378,"Möckernstraße 10, 10963 Berlin, Germany",ChIJWaWSpTJQqEcRu84KBTesmow,"Möckernstraße 10, 10963",52.50158390000001,13.3811564,1, Liquidrom,10963,OK,premise,52.50158390000001,13.3811564
ROOFTOP,52449,"Maybachufer 48, 12045 Berlin, Germany",ChIJkxVE9bFPqEcRER4eG6CzEQA,Maybachufer 48; Neukölln; 12045,52.4904869,13.435771,1, Loftus Hall,12045,OK,street_address,52.4904869,13.435771
ROOFTOP,16367,"Boddinstraße 60, 12053 Berlin, Germany",ChIJXcCvVrtPqEcR5GNd0ENkAZo,Boddinstrasse 60; Neukölln; 12053,52.4806591,13.4330371,1, Loophole,12053,OK,premise,52.4806591,13.4330371
ROOFTOP,98526,"Torstraße 225, 10115 Berlin, Germany",ChIJp-OPWulRqEcRAQnWL_ijfdQ,"Torstraße 225, 10115",52.527542,13.388054,1, Lustbar,10115,OK,street_address,52.527542,13.388054
ROOFTOP,15418,"Oranienstraße 34, 10999 Berlin, Germany",ChIJe-IgvDNOqEcRqmCBEabyBJ8,Oranienstrasse 34; Kreutzberg; 10999,52.501742,13.418312,1, Luzia,10999,OK,street_address,52.501742,13.418312
ROOFTOP,28667,"Lübbener Str. 19, 10997 Berlin, Germany",ChIJOQNYQUxOqEcRwEBXa3BF-K4,"Lübbener Str. 19, 10997",52.4996325,13.4373429,1, Madame Claude,10997,OK,premise,52.4996325,13.4373429
ROOFTOP,37540,"Holzmarktstraße 15, 10179 Berlin, Germany",ChIJ34TAeDtOqEcRGTT_Qx6-TWU,"Holzmarktstraße 15, 10179",52.51375729999999,13.4226856,1, Marie Antoinette,10179,OK,street_address,52.51375729999999,13.4226856
ROOFTOP,139384,"Ziegrastraße 1, 12057 Berlin, Germany",ChIJ-8rPew5PqEcRt1RLqdAAzAk,"Ziegrastrasse 1, 12057",52.47742299999999,13.459496,1, Marin Fischrestaurant,12057,OK,premise,52.47742299999999,13.459496
ROOFTOP,146612,"Niederkirchnerstraße 7, 10117 Berlin, Germany",ChIJM55ewc1RqEcR0P27nGRFgKw,"Niederkirchnerstraße 7, 10963",52.5066485,13.3819377,1, Martin-Gropius-Bau,10117,OK,street_address,52.5066485,13.3819377
ROOFTOP,158776,"Am Falkpl. 1, 10437 Berlin, Germany",ChIJs5CUGwNSqEcR2sxK5lXPngI,"Am Falkpl. 1, 10437",52.5459436,13.4061159,1, Max-Schmeling-Halle,10437,OK,premise,52.5459436,13.4061159
ROOFTOP,106915,"Mehringdamm 61, 10961 Berlin, Germany",ChIJTYo9gChQqEcRH5Dj7rl9HLo,"Mehringdamm 61, 10961",52.4908091,13.3871714,1, Maze,10961,OK,street_address,52.4908091,13.3871714
GEOMETRIC_CENTER,18924,"Dircksenstraße, Berlin, Germany",ChIJXWn7yyFOqEcRR1r743v9SJM,Dircksenstrasse; Mitte; 10178,52.5198711,13.4140388,1, M-Bia,,OK,route,52.5198711,13.4140388
ROOFTOP,32136,"Brunnenstraße 197-198, 10119 Berlin, Germany",ChIJLfZp9-RRqEcRf9NSzd-OqT0,Brunnenstrasse 197-198; Mitte; 10119,52.52998299999999,13.4007594,1, Mein Haus Am See,10119,OK,street_address,52.52998299999999,13.4007594
ROOFTOP,150248,"Münchener Str. 21, 90478 Nürnberg, Germany",ChIJucA27XtXn0cREIYRwlYkN74,"Münchener Str. 21, 90478 Nürnberg",49.4373145,11.1042448,1, Meistersingerhalle,90478,OK,street_address,49.4373145,11.1042448
ROOFTOP,147372,"Greifswalder Str. 218, 10405 Berlin, Germany",ChIJw91eZwVOqEcRBp4bTYBFg4A,"Greifswalder Str. 218, 10405",52.53128,13.42626,1, Melloch Bar,10405,OK,street_address,52.53128,13.42626
ROOFTOP,81430,"An der Wuhlheide 250, 12459 Berlin, Germany",ChIJNZ3_t2FIqEcRfNv63LvjUmw,"An der Wuhlheide 250-256, D-12555",52.4558695,13.5635956,1, Mellowpark,12459,OK,street_address,52.4558695,13.5635956
ROOFTOP,103373,"Storkower Str. 121, 10407 Berlin, Germany",ChIJ5WHC1XVOqEcR5LvAgTpV0xU,"Storkower Str. 121, 10407",52.5351784,13.4523689,1, Mensch Meier,10407,OK,premise,52.5351784,13.4523689
ROOFTOP,14245,"Warschauer Str. 39-40, 10243 Berlin, Germany",ChIJGcZbblBOqEcRSMYtolOO4BI,"Warschauer Str. 39/40, 10243",52.50471,13.44779,1, Michelberger Hotel,10243,OK,street_address,52.50471,13.44779
APPROXIMATE,46327,"14913 Niedergörsdorf, Germany",ChIJ46EdVQfVp0cRwJleW0YgIQQ,14913 Niedergörsdorf - Land Brandenburg,51.9807948,12.9884985,1, Militärflugplatz,14913,OK,"locality,political",51.9807948,12.9884985
ROOFTOP,23370,"Rigaer Str. 31, 10247 Berlin, Germany",ChIJtWjVRWBOqEcRU8oT1wtgWm4,Rigaer Strasse 31; Friedrichshain; 10247,52.51638999999999,13.46406,1, Minimal Bar,10247,OK,street_address,52.51638999999999,13.46406
ROOFTOP,51949,"Reichenberger Str. 177, 10999 Berlin, Germany",ChIJ59TOEzNOqEcRBqTuXq4l3gg,"Reichenberger Str. 177, 10999",52.50004500000001,13.417503,1, Möbel-Olfe,10999,OK,street_address,52.50004500000001,13.417503
ROOFTOP,133475,"Gottlieb-Dunkel-Straße 43-44, 12099 Berlin, Germany",ChIJfaaqbopPqEcRJR25Wi-sVFo,"Gottlieb-Dunkel-Straße 43/44, 12099",52.45643579999999,13.41133,1, Modular+,12099,OK,street_address,52.45643579999999,13.41133
ROOFTOP,158661,"Danziger Str. 56, 10435 Berlin, Germany",ChIJSb5s7gBOqEcRZoVI-HvqC2k,"Danziger Str. 56, 10435",52.5394705,13.4209011,1, Mokum Berlin,10435,OK,street_address,52.5394705,13.4209011
ROOFTOP,19219,"Skalitzer Str. 134, 10999 Berlin, Germany",ChIJYTCanzROqEcRu13myLXodFg,Skalitzer Strasse 134; Kreuzberg; 10999,52.49937250000001,13.4187919,1, Monarch,10999,OK,street_address,52.49937250000001,13.4187919
ROOFTOP,144489,"Nalepastraße 18, 12459 Berlin, Germany",ChIJZXscXC5PqEcRJm5vQzzgAlU,"Nalepastraße 18, 12459",52.4800665,13.5003142,1, MONOM,12459,OK,premise,52.4800665,13.5003142
ROOFTOP,9391,"Warschauer Str. 34, 10243 Berlin, Germany",ChIJZWgpeFBOqEcRnupP4xMZ44o,"Warschauer Str. 34, 10243",52.50524480000001,13.4483818,1, Monster Ronson's Ichiban Karaoke,10243,OK,street_address,52.50524480000001,13.4483818
ROOFTOP,155727,"Simon-Dach-Straße 3, 10245 Berlin, Germany",ChIJjzOBgV5OqEcRVRJZ1q8WuCc,"Simon-Dach-Straße 3, 10245",52.51251689999999,13.4567581,1, Monti,10245,OK,premise,52.51251689999999,13.4567581
ROOFTOP,130861,"Schönhauser Allee 36, 10435 Berlin, Germany",ChIJI1LmRf5RqEcRanabz7p0i50,"Schönhauser Allee 36, 10435",52.5386047,13.4130561,1, Moon Club Berlin,10435,OK,street_address,52.5386047,13.4130561
ROOFTOP,138432,"Weserstraße 189, 12045 Berlin, Germany",ChIJTX6jF7BPqEcRY4isnoLR_B8,Weserstr. 189 12045,52.4863294,13.4353576,1, Motif Wein,12045,OK,street_address,52.4863294,13.4353576
ROOFTOP,136536,"Andreasstraße 76, 10243 Berlin, Germany",ChIJk5nF7zhOqEcRrC1bC4sbuFI,"Andreasstraße 76-78, 10243",52.5110221,13.4301186,1, Moxy Berlin Ostbahnhof,10243,OK,street_address,52.5110221,13.4301186
ROOFTOP,153107,"Heinitzstraße 41, 15562 Rüdersdorf bei Berlin, Germany",ChIJZS0RNkExqEcR3mHgT3thoi0,"Heinitzstr. 41, 15562, Rüdersdorf bei",52.4811631,13.7832618,1, Museumspark Rüdersdorf,15562,OK,premise,52.4811631,13.7832618
ROOFTOP,113631,"Falckensteinstraße 48, 10997 Berlin, Germany",ChIJfYps9FFOqEcR3aVtAz10R7g,"Falckensteinstraße 48, 10997",52.5007405,13.4449256,1, Musik & Frieden,10997,OK,street_address,52.5007405,13.4449256
ROOFTOP,103538,"Greifswalder Str. 23A, 10405 Berlin, Germany",ChIJHVN_7g9OqEcRgl53UKlzf3I,Greifswalder Str.23A,52.5312181,13.4278374,1, Musikbrauerei,10405,OK,street_address,52.5312181,13.4278374
ROOFTOP,127151,"Blücherstraße 22, 10961 Berlin, Germany",ChIJm0H0kdZPqEcROmAPBjPQeKc,"Blücherstrasse 22, 10961",52.4938702,13.3984408,1, Muting The Noise,10961,OK,premise,52.4938702,13.3984408
ROOFTOP,117176,"Schlesische Str. 35, 10997 Berlin, Germany",ChIJIY78OlJOqEcRcN24qOIv_Vg,"Schlesische Str. 35, 10997",52.4995529,13.4452059,1, Mysliwska,10997,OK,street_address,52.4995529,13.4452059
ROOFTOP,146565,"Oranienburger Str. 4, 10178 Berlin, Germany",ChIJt8_f0eBRqEcRXBF7NwwLd2E,"Oranienburger Straße 4, 10178 Deutschland",52.5237949,13.4010827,1, N3 Club,10178,OK,premise,52.5237949,13.4010827
ROOFTOP,82056,"Pappelallee 21A, 10437 Berlin, Germany",ChIJQV1PXgBSqEcRCTjQmybcf_Q,Pappelallee 21a 10437,52.5442984,13.4161679,1, Nachbeben,10437,OK,premise,52.5442984,13.4161679
ROOFTOP,126445,"Budapester Str. 40, 10787 Berlin, Germany",ChIJ-RAVYVVQqEcR7BN7HG1zkwk,"Budapester Str. 40, 10787",52.50561949999999,13.3379602,1, NENI Berlin / Monkey Bar,10787,OK,street_address,52.50561949999999,13.3379602
ROOFTOP,146516,"Lützner Str. 29, 04177 Leipzig, Germany",ChIJ--IxWqL3pkcRQnBz8uZ8BWg,"Lützner Str.29, 04177 Leipzig, Sachsen",51.3357951,12.3340342,1, Neues Schauspiel Leipzig,04177,OK,premise,51.3357951,12.3340342
APPROXIMATE,47404,"10965 Berlin, Germany",ChIJLWVmFdlPqEcR8OM9lUkgIRw,"Neukölln, 10965",52.4853765,13.3989037,1, Neuköllner Hasenheide,10965,OK,postal_code,52.4853765,13.3989037
ROOFTOP,60681,"nhow Berlin, Stralauer Allee 3, 10245 Berlin, Germany",ChIJQUmQNVFOqEcRzqNBfDUFdBs,"Stralauer Allee 3, 10245",52.50119189999999,13.4508457,1, Nhow Hotel,10245,OK,premise,52.50119189999999,13.4508457
ROOFTOP,123071,"Helsingforser Str. 11, 10243 Berlin, Germany",ChIJffRik0ROqEcRHzGBhZXS0co,"Helsingsforser Str. 11-13, 10243",52.51018260000001,13.4454731,1, Nirgendwo,10243,OK,street_address,52.51018260000001,13.4454731
ROOFTOP,142616,"Oranienburger Str. 4, 10178 Berlin, Germany",ChIJS2wxHMVRqEcR3pk62Y-6w0s,N3 Club Oranienburger str 4 10178,52.5237949,13.4010827,1, Nordwind Clubnight,10178,OK,"establishment,point_of_interest",52.5237949,13.4010827
ROOFTOP,147686,"Schönhauser Allee 52, 10437 Berlin, Germany",ChIJi7MxzgFSqEcRZDvKI1uPGFE,"Schönhauser Allee 52, 10437",52.54289139999999,13.4127189,1, OAK & ICE,10437,OK,street_address,52.54289139999999,13.4127189
ROOFTOP,127014,"Revaler Str. 99, 10245 Berlin, Germany",ChIJsdkMp1lOqEcRq8YbzXSVlqI,"Revaler Str. 99, 10245",52.5077221,13.4542457,1, The Off,10245,OK,street_address,52.5077221,13.4542457
ROOFTOP,75457,"Köpenicker Str. 70, 10179 Berlin, Germany",ChIJ2RpH5TpOqEcRWK0z_M__z18,"Köpenicker Str. 70, 10179",52.5110009,13.4195187,1, OHM,10179,OK,premise,52.5110009,13.4195187
ROOFTOP,155709,"Weichselstraße 49, 12045 Berlin, Germany",ChIJxzVKIbBPqEcRn8szPHCIwd0,Weichselstr. 49 D-12045 -Neukölln,52.4868216,13.4360544,1, Ohrenhoch,12045,OK,premise,52.4868216,13.4360544
ROOFTOP,146334,"Weichselstraße 49, 12045 Berlin, Germany",ChIJxzVKIbBPqEcRn8szPHCIwd0,"Weichselstraße 49, 12045",52.4868216,13.4360544,1," Ohrenhoch, der Geräuschladen",12045,OK,premise,52.4868216,13.4360544
ROOFTOP,135008,"Torstraße 58, 10119 Berlin, Germany",ChIJnY82Z-JRqEcRhj1I9DQhqts,"Torstraße 58, 10119",52.52868309999999,13.4087578,1, Old CCCP,10119,OK,premise,52.52868309999999,13.4087578
ROOFTOP,13603,"Olympischer Platz 3, 14053 Berlin, Germany",ChIJ00RwPxxXqEcR4VGYKwG-Itk,"Olympischer Platz 3, 14053",52.5153057,13.2395208,1, Olympic Stadium,14053,OK,premise,52.5153057,13.2395208
ROOFTOP,153098,"Oranienpl. 17, 10999 Berlin, Germany",ChIJhVPKSjJOqEcRGjqtPYxNP8M,"Oranienplatz 17, 10999",52.5022169,13.4168669,1, Orania.Berlin,10999,OK,street_address,52.5022169,13.4168669
ROOFTOP,126273,"Möckernstraße 120, 10963 Berlin, Germany",ChIJT6a39i1QqEcRJdwBo6eyNiM,"Möckernstraße 120, 10963",52.4979926,13.3802938,1, Orenstein & Koppel Lofts,10963,OK,premise,52.4979926,13.3802938
ROOFTOP,157432,"Rheinstraße 18, 12159 Berlin, Germany",ChIJL_EVjnlQqEcRryxMnZMD9M0,Rheinstraße 18 12159,52.469294,13.3325069,1, Original Cut Masters,12159,OK,premise,52.469294,13.3325069
ROOFTOP,149002,"Frank-Zappa-Straße 19, 12681 Berlin, Germany",ChIJzQT9yAVMqEcR3FpEUJU4fcc,"Frank-Zappa-Straße 19, 12681 Berli",52.53733,13.52953,1, Orwo Haus,12681,OK,street_address,52.53733,13.52953
ROOFTOP,141987,"Alt-Stralau 1-2, 10245 Berlin, Germany",ChIJIZI7HPxOqEcRgEsN8Bf9A2g,"Alt-Stralau, 1-2 Friedrichshain 10245",52.49715,13.46502,1, OST,10245,OK,street_address,52.49715,13.46502
ROOFTOP,153312,"Alt-Stralau 1-2, 10245 Berlin, Germany",ChIJIZI7HPxOqEcRgEsN8Bf9A2g,Alt Stralau 1-2,52.49715,13.46502,1, Osthafen,10245,OK,street_address,52.49715,13.46502
ROOFTOP,80808,"Friedelstraße 49, 12047 Berlin, Germany",ChIJVV3w77ZPqEcRgdb14UJjbIY,"Friedelstr. 49, 12047",52.48953849999999,13.4273941,1, OYE Kreuzkoelln,12047,OK,street_address,52.48953849999999,13.4273941
ROOFTOP,8957,"Skalitzer Str. 135, 10999 Berlin, Germany",ChIJ03wjXjNOqEcRhimG1ZkndGw,"Skalitzer Str. 135, 10999",52.4993177,13.4189874,1, Paloma,10999,OK,street_address,52.4993177,13.4189874
ROOFTOP,136646,"Am Flutgraben 2, 12435 Berlin, Germany",ChIJZ_q0lzROqEcRLmty9qmUZcI,"Festsaal Kreuzberg Biergarten, Am Flutgraben 2, 12435",52.4967039,13.4515843,2, Paloma Sommerlager,12435,OK,"establishment,food,point_of_interest,restaurant",52.4967039,13.4515843
ROOFTOP,41485,"Gerichtstraße 23, 13347 Berlin, Germany",ChIJGwOte4hRqEcRt65DQT5lWYs,"Gerichtstraße 23, 13347",52.5445587,13.372549,1, Panke,13347,OK,premise,52.5445587,13.372549
ROOFTOP,56022,"Marheinekepl. 1, 10961 Berlin, Germany",ChIJNTlg4NlPqEcR26oPi0jSpoM,"Marheinekepl. 1, 10961",52.4895235,13.3971431,1, Passionskirche,10961,OK,premise,52.4895235,13.3971431
ROOFTOP,36288,"Friedenstraße 101, 10249 Berlin, Germany",ChIJrZnkYBFOqEcRflaOLc77SEo,"Friedenstraße 101, 10249",52.52509,13.43176,1, Pavillon,10249,OK,street_address,52.52509,13.43176
ROOFTOP,137909,"Kaiserin-Augusta-Allee 101, 10553 Berlin, Germany",ChIJQ5TvfhZRqEcRMLJe3xqJq0s,"Kaiserin-Augusta-Allee 101, 10553",52.5255149,13.3198546,1, Petersburg Art Space,10553,OK,premise,52.5255149,13.3198546
ROOFTOP,144096,"Schönhauser Allee 176, 10119 Berlin, Germany",ChIJcZlRq-JRqEcRFXQP8EdnU_c,"Schönhauser Allee 176, 10119",52.5317112,13.4120256,1, Pfefferberg Theater,10119,OK,street_address,52.5317112,13.4120256
ROOFTOP,62426,"Herbert-von-Karajan-Straße 1, 10785 Berlin, Germany",ChIJK_QFBbZRqEcRPESmErAyNSg,Herbert-von-Karajan-Straße 1,52.5098485,13.3699181,1, Philharmonie Berlin,10785,OK,street_address,52.5098485,13.3699181
ROOFTOP,101044,"Pappelallee 65, 10437 Berlin, Germany",ChIJladm6wBSqEcR9rznkWfOCQU,"Pappelallee 65, 10437",52.5454632,13.4167434,1, Phonoclub,10437,OK,premise,52.5454632,13.4167434
ROOFTOP,68176,"Wiesenweg 1-4, 10365 Berlin, Germany",ChIJsesPiPFOqEcR7X5DCZ2vGtg,Wiesenweg 1-4; Friedrichshain; 10365,52.5074565,13.4742189,1, Polygon Club,10365,OK,street_address,52.5074565,13.4742189
ROOFTOP,157019,"Potsdamer Straße 180, 10783 Berlin, Germany",ChIJ03WpCkhQqEcRsTEp-SRLqlk,"Potsdamer Str. 180, 10783",52.49386,13.3606,1, Potse,10783,OK,street_address,52.49386,13.3606
ROOFTOP,91909,"Ganghoferstraße 2, 12043 Berlin, Germany",ChIJFzJE8aNPqEcRsl1pQsQSgMk,"Ganghoferstraße 2, 12043",52.4790697,13.4388571,1, Prachtwerk Berlin,12043,OK,street_address,52.4790697,13.4388571
ROOFTOP,105050,"Schliemannstraße 5, 10437 Berlin, Germany",ChIJK5c4DwBOqEcRN0II9Fw5nW4,"Schliemannstraße 5, 10437",52.54118,13.41787,1, Praegewerk,10437,OK,street_address,52.54118,13.41787
ROOFTOP,58686,"Colbestraße 26, 10247 Berlin, Germany",ChIJ8bEMm19OqEcRD5PyOujsOGI,"Colbestraße 26, 10247",52.5123409,13.4632369,1, Pride,10247,OK,premise,52.5123409,13.4632369
ROOFTOP,52395,"Prinzenstraße 85, 10969 Berlin, Germany",ChIJUVwutC1OqEcRGPAvblEBPSM,Prinzenstrasse 85; Friedrichshain-Kreuzberg; 10969,52.5031115,13.4099611,1, Prince Charles,10969,OK,street_address,52.5031115,13.4099611
ROOFTOP,12752,"Skalitzer Str. 85-86, 10997 Berlin, Germany",ChIJ-T40EkxOqEcRb6yDfpqzT6w,"Skalitzer Straße 85-86, 10997",52.50031999999999,13.4364801,1, Privatclub,10997,OK,street_address,52.50031999999999,13.4364801
ROOFTOP,88900,"Schillerpromenade 11, 12049 Berlin, Germany",ChIJI2LL95VPqEcRz3NG6GKfymI,"Schillerpromenade 11, 12049",52.475866,13.4220073,1, Promenaden Eck,12049,OK,street_address,52.475866,13.4220073
ROOFTOP,17219,"Tauentzienstraße 11, 10789 Berlin, Germany",ChIJ7ymLh1VQqEcRtaHeZpVM1as,Tauentzienstrasse 11; Kreuzberg; 10789,52.50452970000001,13.3377401,2, Puro,10789,OK,street_address,52.50452970000001,13.3377401
ROOFTOP,149553,"Kirchstraße 25, 10557 Berlin, Germany",ChIJycnG5KBRqEcRP9CGgxPmdmg,"Kirchstraße 25, 10557",52.5241708,13.349763,1, R_1992,10557,OK,premise,52.5241708,13.349763
ROOFTOP,7231,"Holzmarktstraße 33, 10243 Berlin, Germany",ChIJhz8mADlOqEcR2lw7-iNCoDM,"Holzmarktstraße 33, 10243",52.51056999999999,13.42873,1, Radialsystem,10243,OK,street_address,52.51056999999999,13.42873
ROOFTOP,116529,"Frankfurter Allee 23, 10247 Berlin, Germany",ChIJYbu8sWBOqEcR6M_TS2gM5kk,Frankfurter Allee 23,52.5158894,13.459121,1, Radio The Label Bar,10247,OK,street_address,52.5158894,13.459121
ROOFTOP,157018,"Schönhauser Allee 36-39, 10435 Berlin, Germany",ChIJgSHqQ_5RqEcR_wusuJS-XW4,"Schönhauser Allee 36-39, 10435",52.5383033,13.4127523,1, Rambazamba Theater (Kulturbrauerei),10435,OK,premise,52.5383033,13.4127523
ROOFTOP,138911,"Markgrafendamm 24c, 10245 Berlin, Germany",ChIJE3PM7_lOqEcRx7NIgXOdQVA,Markgrafendamm 24c 10245 -Friedrichshain,52.50255900000001,13.4663169,1, Raumerweiterungshalle,10245,OK,street_address,52.50255900000001,13.4663169
ROOFTOP,3301,"Libauer Str. 1, 10245 Berlin, Germany",ChIJNWgt_1tOqEcRO7jmhsl4DA4,Libauer Strasse 1; Friedrichshain; 10245,52.5099472,13.4547588,1, Raumklang,10245,OK,street_address,52.5099472,13.4547588
ROOFTOP,83893,"Revaler Str. 99, 10245 Berlin, Germany",ChIJsdkMp1lOqEcRq8YbzXSVlqI,Revaler Strasse 99; Friedrichshain; 10245,52.5077221,13.4542457,1, RAW Club,10245,OK,street_address,52.5077221,13.4542457
ROOFTOP,7302,"Revaler Str. 99, 10245 Berlin, Germany",ChIJsdkMp1lOqEcRq8YbzXSVlqI,"Revaler Str. 99, 10245",52.5077221,13.4542457,1, Raw Tempel,10245,OK,street_address,52.5077221,13.4542457
ROOFTOP,145826,"Ohlauer Str. 43, 10999 Berlin, Germany",ChIJ1d0Y-LRPqEcRgcl4FkbMzxk,"Ohlauer Str. 43, 10999",52.49406639999999,13.4292826,1, Red Bull Music Studios,10999,OK,street_address,52.49406639999999,13.4292826
ROOFTOP,150187,"Karl-Liebknecht-Str. 13, 10178 Berlin, Germany",ChIJB5Ur4B9OqEcRCJxlCbhOxdk,"Karl-Liebknecht-Str. 13, 10178",52.5220352,13.4077372,1, The Reed,10178,OK,street_address,52.5220352,13.4077372
ROOFTOP,151890,"Am Hamburger Bahnhof 4, 10557 Berlin, Germany",ChIJm8_D2ZBRqEcRL6slqc2-xY0,"Am Hamburger Bahnhof 4, 10557",52.5316215,13.3691311,1, Reinhard Bär Restaurant und Café,10557,OK,street_address,52.5316215,13.3691311
ROOFTOP,103425,"Lausitzer Str. 1, 10999 Berlin, Germany",ChIJycdJ-kpOqEcRsD7Kh188tE0,"Lausitzer Str. 1, 10999",52.4989316,13.4301189,1, Repeat,10999,OK,street_address,52.4989316,13.4301189
ROOFTOP,155292,"Rhinower Str. 3, 10437 Berlin, Germany",ChIJTeUfdQRSqEcRE46iIzDobGo,"Rhinower Str. 3, 10437",52.5480145,13.4104374,1, Rhinoçéros,10437,OK,premise,52.5480145,13.4104374
ROOFTOP,6950,"Ritterstraße 26, 10969 Berlin, Germany",ChIJu8m_QyxOqEcRu_JZRCm9ec4,Ritterstrasse 26; Kreuzberg; 10969,52.50291,13.40791,1, Ritter Butzke,10969,OK,street_address,52.50291,13.40791
ROOFTOP,152304,"Weinbergsweg 13, 10119 Berlin, Germany",ChIJtUczrORRqEcRDP3Ji4yQcsE,"Weinbergsweg 13, 10119",52.53205,13.4038,1, Rosengarten Berlin,10119,OK,street_address,52.53205,13.4038
ROOFTOP,3708,"Revaler Str. 29, 10245 Berlin, Germany",ChIJqzlo6vdOqEcRm3j6pherS0w,Revaler Strasse 29; Friedrichshain; 10245,52.50512699999999,13.4625051,1, Rosi's,10245,OK,premise,52.50512699999999,13.4625051
GEOMETRIC_CENTER,13368,"Rosa-Luxemburg-Platz, 10178 Berlin, Germany",ChIJe6Vo3R1OqEcRxo0PyQzHMeI,"Rosa-Luxemburg-Platz, 10178",52.5266977,13.4113305,1, Roter Salon,10178,OK,route,52.5266977,13.4113305
ROOFTOP,147587,"Holzmarktstraße 25, 10243 Berlin, Germany",ChIJY1wYbDlOqEcRSRXkkq9B_14,"Holzmarktstraße 25, 10243",52.5117851,13.4258816,1, Säälchen,10243,OK,street_address,52.5117851,13.4258816
ROOFTOP,147855,"Cuvrystraße 4, 10997 Berlin, Germany",ChIJnZtLL1JOqEcREvNc9_HGAy4,"Cuvrystraße 4, 10997",52.49997339999999,13.4458621,1, SAE Institute,10997,OK,street_address,52.49997339999999,13.4458621
ROOFTOP,47291,"Köpenicker Str. 18-20, 10997 Berlin, Germany",ChIJsXtbQ0hOqEcR1LQOi4_qOnY,Köpenicker Str. 18-20 10997,52.50557999999999,13.43297,1, Sage Beach Berlin,10997,OK,street_address,52.50557999999999,13.43297
ROOFTOP,8556,"Alt-Stralau 70, 10245 Berlin, Germany",ChIJ-YtXA_xOqEcRYk6AIyQ3l60,Alt Stralau 70; Friedrichshain; 10245,52.49744,13.46531,1, Salon Zur Wilden Renate,10245,OK,street_address,52.49744,13.46531
ROOFTOP,34420,"Richardstraße 10, 12043 Berlin, Germany",ChIJSdb53qNPqEcRiDK1secNyuE,Richardstrasse 10; Neukölln; 12043,52.4778181,13.4390955,1, Sameheads,12043,OK,premise,52.4778181,13.4390955
ROOFTOP,151313,"Mittenwalder Str. 15, 10961 Berlin, Germany",ChIJ7yUkq9dPqEcRDD2Ast4K2Wo,"Mittenwalder Strasse 15, 10961",52.49239619999999,13.3965055,1, Sankt Studio,10961,OK,premise,52.49239619999999,13.3965055
ROOFTOP,126817,"Forster Str. 46, 10999 Berlin, Germany",ChIJ04JuY7NPqEcRsMqneJlCYEk,"Forster Str. 46, 10999",52.49448,13.4327999,1, Sauer Mutter,10999,OK,street_address,52.49448,13.4327999
ROOFTOP,113791,"Weisestraße 35, 12049 Berlin, Germany",ChIJHYFHOJZPqEcRWtrolugRc0w,"Weisestraße 35, 12049",52.474162,13.4250744,1, Savo Bar Café,12049,OK,street_address,52.474162,13.4250744
ROOFTOP,119761,"Plantagenstraße 31, 13347 Berlin, Germany",ChIJ07-6RodRqEcRu-5KLLHCq9o,"Plantagenstraße 31, 13347, Wedding",52.54622860000001,13.3665865,1, Savvy Contemporary,13347,OK,street_address,52.54622860000001,13.3665865
ROOFTOP,116594,"Karl-Liebknecht-Straße 20, 03046 Cottbus, Germany",ChIJGZzXdGZ0CEcRuL4l825m0CM,"Karl-Liebknecht-Straße 20, 03046 Cottbus",51.7567834,14.3268552,1, Scandale - Le Locale Fatale,03046,OK,premise,51.7567834,14.3268552
ROOFTOP,145306,"Revaler Str. 99, 10245 Berlin, Germany",ChIJsdkMp1lOqEcRq8YbzXSVlqI,"Revaler Str. 99, 10245",52.5077221,13.4542457,1, Scape,10245,OK,street_address,52.5077221,13.4542457
ROOFTOP,152522,"Heinitzstraße 43, 15562 Rüdersdorf bei Berlin, Germany",ChIJYTJxJUIxqEcRoKxrAhkCunw,"Heinitzstraße 43, 15562 Rüdersdorf bei",52.4825177,13.7883163,1, Schachtofenbatterie,15562,OK,street_address,52.4825177,13.7883163
